location_id,date,temperature_avg_c,precipitation_mm,relative_humidity_pct,wind_speed_knots,visibility_km,is_hot,is_rainy,is_windy,is_low_visibility,weather_risk_score,weather_risk_level,recommended_action
KAWG,2021-01-30,-0.5,0.0,98.5607,14.36,13.6552,False,False,False,False,0.0,Low,Normal operations
KMQJ,2024-10-07,13.22,0.0,65.2582,4.653,16.905,False,False,False,False,0.0,Low,Normal operations
K79J,2023-07-11,28.23,0.275,74.1744,1.639,15.939,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KHHG,2022-04-01,1.14,0.45,79.8765,5.94,14.2198,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KADC,2023-07-12,16.9,0.018,77.4494,1.199,14.0608,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KAFK,2023-07-24,24.5,22.84,80.0613,4.39,15.78,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KAFO,2023-07-26,18.8,0.0,47.5242,2.601,15.456,False,False,False,False,0.0,Low,Normal operations
KBAX,2023-06-12,14.54,0.42,96.1505,9.768,15.3066,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBCB,2023-06-12,19.24,0.836,86.5161,3.89,15.295,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KD60,2024-02-26,2.4,1.188,94.1935,13.387,12.54,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDAA,2024-02-22,4.53,0.0,70.0623,2.16,16.905,False,False,False,False,0.0,Low,Normal operations
KBFM,2021-06-05,24.7,0.0,82.0928,5.159,16.422,False,False,False,False,0.0,Low,Normal operations
KHUF,2020-04-28,19.15,0.88,59.3586,11.748,16.261,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KHFF,2022-04-23,19.73,0.0,67.5165,3.771,15.295,False,False,False,False,0.0,Low,Normal operations
KMSO,2024-10-25,3.13,0.0,65.45,1.419,15.778,False,False,False,False,0.0,Low,Normal operations
KDAB,2024-02-17,15.71,18.425,83.74,3.051,13.7608,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBAB,2021-01-30,10.59,0.684,72.9624,6.028,15.778,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDCA,2024-02-14,5.4,0.0,46.4701,9.98,16.744,False,False,False,False,0.0,Low,Normal operations
KDCM,2024-02-12,14.4,19.971,100.0,4.311,14.0904,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFKA,2024-06-26,22.7,0.275,62.822,10.428,16.0956,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFKL,2024-06-02,14.8,0.225,70.125,6.468,15.8865,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBIS,2021-06-25,23.77,1.368,61.38,7.39,14.7798,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KBIS,2021-06-26,21.09,8.657,70.1504,4.932,15.606,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDIK,2024-02-10,-8.08,0.225,83.7012,10.428,13.1016,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDKX,2024-02-09,8.31,0.225,68.8315,4.939,11.3582,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KHYX,2020-04-18,2.45,0.0,58.3394,12.947,15.78,False,False,False,False,0.0,Low,Normal operations
KHUF,2022-04-18,7.44,3.069,69.3297,9.88,15.7762,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KHUT,2022-04-25,10.26,0.0,40.3368,9.252,15.939,False,False,False,False,0.0,Low,Normal operations
KHVE,2022-04-23,9.8,16.5,37.7718,13.277,16.1,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KICL,2020-04-04,-2.35,6.84,84.25,8.172,16.261,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KAJZ,2023-07-30,28.85,0.836,33.6089,5.931,15.143,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KOKM,2024-10-10,21.97,0.0,49.623,3.411,15.778,True,False,False,False,0.35,Medium,Add water points & shade
KBBF,2021-01-17,15.45,0.0,46.5408,3.971,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KBCB,2021-01-15,2.01,2.233,92.1625,0.981,12.7792,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDLL,2024-02-23,4.53,4.428,73.6338,5.049,14.0553,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDLL,2024-02-24,-6.48,0.432,72.79,4.99,15.7352,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDLP,2024-02-14,13.08,0.0,75.78,2.277,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KDQH,2024-02-01,9.04,0.0,67.1852,1.6,15.3024,False,False,False,False,0.0,Low,Normal operations
KFTW,2024-06-08,29.29,0.0,59.02,12.397,16.583,True,False,False,False,0.35,Medium,Add water points & shade
KBJC,2021-01-28,1.8,0.0,60.2415,3.399,24.5421,False,False,False,False,0.0,Low,Normal operations
KDUG,2024-02-13,6.64,0.0,46.5402,3.839,16.1,False,False,False,False,0.0,Low,Normal operations
KDVL,2024-02-07,0.1,2.123,94.3767,9.612,8.53,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOLS,2024-10-23,22.28,0.0,17.7968,2.511,15.456,True,False,False,False,0.35,Medium,Add water points & shade
KOLS,2024-10-31,11.99,0.0,23.183,1.62,16.0956,False,False,False,False,0.0,Low,Normal operations
KICL,2022-04-23,20.0,2.8,65.3697,20.385,15.4638,False,True,True,False,0.44999999999999996,Medium,Covered waiting & shuttle capacity; Secure temporary structures
KICL,2022-04-28,17.5,0.0,49.0392,7.88,15.778,False,False,False,False,0.0,Low,Normal operations
KOLZ,2024-10-18,12.6,0.0,37.4952,11.853,15.3024,False,False,False,False,0.0,Low,Normal operations
KBJC,2021-06-19,23.2,0.792,45.8843,5.39,18.506,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBKX,2021-06-26,21.52,0.0,75.8492,5.292,15.9378,False,False,False,False,0.0,Low,Normal operations
K0CO,2024-07-04,5.3,0.0,38.582,21.55,0.0,False,False,True,True,0.35,Medium,Secure temporary structures; Slower vehicle assumptions & staff guidance
K1F0,2024-07-16,31.14,0.0,55.947,6.88,15.3066,True,False,False,False,0.35,Medium,Add water points & shade
K4M9,2024-07-20,24.8,0.0,88.6482,3.843,15.456,False,False,False,False,0.0,Low,Normal operations
K0VG,2021-12-05,9.5,0.0,74.9713,1.49,15.617,False,False,False,False,0.0,Low,Normal operations
K54J,2024-07-29,27.97,5.886,86.4479,1.665,16.744,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
K20V,2021-12-15,-2.3,8.595,72.3888,6.552,13.36,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
K9MN,2024-07-06,20.91,0.0,65.5182,2.664,16.1,False,False,False,False,0.0,Low,Normal operations
KBKX,2023-06-22,24.34,0.0,63.8421,7.722,16.261,True,False,False,False,0.35,Medium,Add water points & shade
KBPC,2022-06-22,26.5,0.0,42.6398,5.211,0.0,True,False,False,True,0.55,Medium,Add water points & shade; Slower vehicle assumptions & staff guidance
KEKM,2024-02-03,0.16,0.0,90.9593,4.829,13.7449,False,False,False,False,0.0,Low,Normal operations
KBKS,2021-01-14,14.56,0.0,60.9654,7.371,14.841,False,False,False,False,0.0,Low,Normal operations
KBUU,2022-06-03,19.47,0.0,37.8828,8.712,16.261,False,False,False,False,0.0,Low,Normal operations
KTTF,2024-09-27,19.74,0.6659999999999999,60.99,12.8,0.0,False,True,False,True,0.5,Medium,Covered waiting & shuttle capacity; Slower vehicle assumptions & staff guidance
KTVC,2021-11-15,2.41,3.3,73.8558,7.272,15.6146,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KTPH,2023-09-03,19.29,0.225,60.3484,15.07,15.456,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
K66R,2021-12-27,23.11,0.0,87.365,6.57,13.99,False,False,False,False,0.0,Low,Normal operations
KAAA,2021-12-15,15.5,0.25,83.5371,19.426,15.1508,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KGDV,2024-06-14,20.16,0.0,39.2686,9.878,15.295,True,False,False,False,0.35,Medium,Add water points & shade
KBMT,2021-01-03,10.52,0.0,70.5474,2.871,16.261,False,False,False,False,0.0,Low,Normal operations
KGFA,2024-06-20,12.35,0.275,62.373,5.211,15.4618,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBWD,2022-06-01,30.15,0.0,47.4606,13.387,16.261,True,False,False,False,0.35,Medium,Add water points & shade
KGIF,2024-06-22,29.3,0.0,73.94,4.59,16.905,True,False,False,False,0.35,Medium,Add water points & shade
KGJT,2024-06-04,23.53,0.0,30.6918,6.88,16.5776,True,False,False,False,0.35,Medium,Add water points & shade
KBYY,2022-06-15,30.13,0.0,66.6002,10.28,15.13,True,False,False,False,0.35,Medium,Add water points & shade
KUOX,2021-11-24,8.44,0.0,56.4284,4.609,16.261,False,False,False,False,0.0,Low,Normal operations
KUXL,2021-11-07,12.24,0.0,76.6953,3.982,11.4954,False,False,False,False,0.0,Low,Normal operations
KVCB,2021-11-27,11.96,0.0,72.0225,2.16,15.4644,False,False,False,False,0.0,Low,Normal operations
KUCY,2023-09-25,22.6,0.0,69.8598,2.4,15.939,True,False,False,False,0.35,Medium,Add water points & shade
KCDD,2022-06-07,11.8,0.0,55.8657,1.54,16.905,False,False,False,False,0.0,Low,Normal operations
KCEC,2022-06-25,12.34,0.0,78.9072,7.39,9.2144,False,False,False,False,0.0,Low,Normal operations
KCEZ,2022-06-26,20.96,0.0,48.0962,8.228,15.5839,True,False,False,False,0.35,Medium,Add water points & shade
KCEZ,2022-06-30,21.69,0.0,43.0848,5.652,16.261,True,False,False,False,0.35,Medium,Add water points & shade
KISW,2020-04-16,-0.4,0.0,47.2099,8.888,15.617,False,False,False,False,0.0,Low,Normal operations
KIWI,2020-04-30,6.2,0.0,79.713,4.719,15.617,False,False,False,False,0.0,Low,Normal operations
KIXD,2020-04-14,4.8,0.0,41.5038,6.99,16.261,False,False,False,False,0.0,Low,Normal operations
KOZA,2024-10-10,22.6,0.0,33.4125,4.89,16.4182,True,False,False,False,0.35,Medium,Add water points & shade
KJGG,2020-04-01,9.01,19.1,69.1416,8.622,16.1,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFDW,2023-11-25,8.8,0.0,77.7959,4.89,15.939,False,False,False,False,0.0,Low,Normal operations
KDIK,2022-03-22,3.36,0.0,45.57,12.078,16.583,False,False,False,False,0.0,Low,Normal operations
KD57,2021-10-31,0.6,0.0,57.834,11.97,16.422,False,False,False,False,0.0,Low,Normal operations
KGIF,2022-08-11,27.1,0.0,77.7852,3.591,15.78,True,False,False,False,0.35,Medium,Add water points & shade
KFYG,2024-08-25,28.1,0.0,76.3778,3.231,16.744,True,False,False,False,0.35,Medium,Add water points & shade
KFZG,2024-08-30,28.18,0.0,73.7377,2.079,16.744,True,False,False,False,0.35,Medium,Add water points & shade
KBYI,2021-01-27,-1.89,0.0,65.2698,7.902,16.0886,False,False,False,False,0.0,Low,Normal operations
KBMT,2023-06-28,30.36,0.055,72.5657,4.581,16.905,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KFDK,2024-02-24,5.4,0.225,78.5312,6.831,15.143,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBPI,2023-06-25,13.63,0.0,56.1762,4.401,15.617,False,False,False,False,0.0,Low,Normal operations
KECS,2023-01-08,-1.8,5.6,67.3105,4.7,15.939,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KEFT,2023-01-12,2.8,0.0,94.8693,9.218,9.7136,False,False,False,False,0.0,Low,Normal operations
KEHR,2023-01-27,2.95,0.0,69.6762,9.702,16.905,False,False,False,False,0.0,Low,Normal operations
KEOE,2023-01-25,10.8,0.88,86.6024,7.08,13.8944,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KERY,2023-01-05,-3.96,1.52,88.949,5.472,10.479,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDCM,2021-10-14,22.5,0.0,69.7662,0.33,15.3,False,False,False,False,0.0,Low,Normal operations
KDEC,2021-10-08,19.45,9.218,87.2304,2.4,10.3428,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KJXN,2020-04-18,4.35,0.0,70.8736,8.38,11.0871,False,False,False,False,0.0,Low,Normal operations
KP53,2024-10-05,11.64,0.0,53.067,8.442,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KPBI,2024-10-27,25.63,0.0,61.8086,9.28,15.456,False,False,False,False,0.0,Low,Normal operations
KPBX,2024-10-31,22.21,0.0,55.0466,0.63,15.939,False,False,False,False,0.0,Low,Normal operations
KCEC,2021-01-07,8.49,18.02,84.81,8.008,9.785,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KCEC,2021-01-27,4.54,13.248,82.517,22.385,9.2906,False,True,True,False,0.44999999999999996,Medium,Covered waiting & shuttle capacity; Secure temporary structures
KBYS,2021-06-30,34.32,0.0,23.6028,6.369,16.583,True,False,False,False,0.35,Medium,Add water points & shade
KFKR,2024-02-04,3.0,0.0,85.4667,10.37,15.015,False,False,False,False,0.0,Low,Normal operations
KDQH,2022-03-26,15.26,0.0,49.599,5.929,16.422,False,False,False,False,0.0,Low,Normal operations
KDTS,2022-03-02,15.61,0.0,48.5,3.411,15.295,False,False,False,False,0.0,Low,Normal operations
KDTS,2022-03-12,12.96,8.371,59.4762,15.76,14.9247,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFOA,2023-11-14,6.92,0.0,61.1353,3.289,16.744,False,False,False,False,0.0,Low,Normal operations
KFSO,2023-11-03,4.7,0.0,47.7629,7.812,15.939,False,False,False,False,0.0,Low,Normal operations
KDKX,2021-10-04,22.66,15.48,83.5948,3.231,15.9238,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDKX,2021-10-27,11.06,0.0,72.0936,5.031,15.1508,False,False,False,False,0.0,Low,Normal operations
KDLL,2021-10-11,16.87,1.672,84.4482,4.499,15.9324,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KPHN,2024-10-18,8.3,0.0,74.366,2.299,10.2794,False,False,False,False,0.0,Low,Normal operations
KJYM,2020-04-05,6.4,0.88,73.3361,5.09,15.912,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KIXD,2022-04-16,8.71,0.0,36.7794,11.403,16.905,False,False,False,False,0.0,Low,Normal operations
KLAL,2020-04-05,23.4,0.72,74.06,4.581,13.2496,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KAUS,2023-07-04,28.31,0.275,68.6295,7.348,16.422,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KAVC,2023-07-01,26.44,0.275,83.5686,3.729,12.1176,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KAVC,2023-07-16,27.46,0.0,85.9068,4.851,13.7655,True,False,False,False,0.35,Medium,Add water points & shade
KAVX,2023-07-22,27.1,0.0,27.4804,2.241,15.617,True,False,False,False,0.35,Medium,Add water points & shade
KJES,2022-04-03,18.6,0.0,52.05,3.79,15.78,False,False,False,False,0.0,Low,Normal operations
KJFZ,2022-04-25,19.97,0.0,50.2722,6.248,15.456,False,False,False,False,0.0,Low,Normal operations
KLCK,2020-04-27,8.74,0.081,67.29,5.379,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLIT,2020-04-13,9.45,0.0,62.7816,11.77,15.7762,False,False,False,False,0.0,Low,Normal operations
KGRB,2022-08-11,22.9,0.0,62.8866,6.08,15.3066,True,False,False,False,0.35,Medium,Add water points & shade
KDTA,2021-10-17,10.7,0.0,54.4693,8.082,16.1,False,False,False,False,0.0,Low,Normal operations
KDTL,2021-10-12,9.4,0.0,79.0806,7.79,15.939,False,False,False,False,0.0,Low,Normal operations
KDTN,2021-10-25,26.36,0.0,63.0051,5.112,15.295,True,False,False,False,0.35,Medium,Add water points & shade
KGFA,2024-08-17,19.33,0.0,50.3676,4.311,15.6212,False,False,False,False,0.0,Low,Normal operations
KBUU,2023-06-24,23.03,0.0,53.99,4.719,16.737,True,False,False,False,0.35,Medium,Add water points & shade
KBWD,2023-06-23,27.4,0.4589999999999999,67.54,12.07,12.6224,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KHDN,2024-06-01,14.24,0.0,39.6297,7.689,16.1,False,False,False,False,0.0,Low,Normal operations
KHDN,2024-06-24,21.67,0.0,41.96,7.909,16.905,True,False,False,False,0.35,Medium,Add water points & shade
KCLE,2022-06-28,19.13,0.0,50.2936,4.491,16.905,False,False,False,False,0.0,Low,Normal operations
KBYI,2023-06-20,9.52,0.0,51.2272,6.471,16.261,False,False,False,False,0.0,Low,Normal operations
KBBF,2023-07-16,28.8,0.0,86.093,9.955,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KBFM,2023-07-07,29.09,0.836,73.7401,4.19,15.62,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KJXN,2022-04-24,23.0,0.0,52.3024,14.157,15.4638,False,False,False,False,0.0,Low,Normal operations
KJYM,2022-04-21,12.86,2.28,62.1382,9.882,14.8785,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KGMU,2024-08-27,25.3,0.0,55.3967,2.16,16.583,True,False,False,False,0.35,Medium,Add water points & shade
KGRB,2024-08-04,25.43,0.25,69.4132,4.609,15.456,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KGRB,2024-08-30,21.57,1.827,79.588,8.129,14.9787,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDUH,2021-10-16,13.84,22.842,70.9533,9.98,16.2534,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDVL,2021-10-28,7.14,1.94,81.7696,7.722,16.583,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDVP,2021-10-08,20.21,0.0,74.6858,6.028,9.785,False,False,False,False,0.0,Low,Normal operations
KDWU,2021-10-20,14.24,0.0,81.34,1.09,13.7568,False,False,False,False,0.0,Low,Normal operations
KGCD,2023-11-06,8.52,6.35,77.9328,5.112,15.3,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KGDV,2023-11-15,5.78,0.0,64.9834,7.348,15.617,False,False,False,False,0.0,Low,Normal operations
KCOM,2022-06-03,22.66,1.78,76.6629,4.829,15.1514,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KHHF,2024-06-28,32.41,8.91,43.4463,11.763,16.0784,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KCTB,2022-06-08,11.69,7.535,70.3667,8.28,15.3054,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLVN,2020-04-15,-3.31,0.0,46.728,5.931,16.583,False,False,False,False,0.0,Low,Normal operations
KPRS,2024-10-09,25.3,0.0,25.48,3.861,15.295,True,False,False,False,0.35,Medium,Add water points & shade
KBLH,2023-07-11,35.65,0.0,25.2491,10.28,16.583,True,False,False,False,0.35,Medium,Add water points & shade
KPSK,2024-10-30,14.06,0.0,76.6066,2.49,12.7296,False,False,False,False,0.0,Low,Normal operations
KPTS,2024-10-30,21.6,0.0,52.32,15.47,15.295,False,False,False,False,0.0,Low,Normal operations
KPUJ,2024-10-27,17.7,0.0,81.3442,4.131,12.5055,False,False,False,False,0.0,Low,Normal operations
KBOK,2023-07-26,15.29,0.0,85.0471,3.729,16.583,False,False,False,False,0.0,Low,Normal operations
KBPC,2023-07-14,26.0,17.91,65.3697,7.68,16.905,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KCOM,2021-01-27,8.37,0.0,53.3313,7.992,15.295,False,False,False,False,0.0,Low,Normal operations
KCWA,2022-06-18,15.1,0.0,48.1,4.39,16.905,False,False,False,False,0.0,Low,Normal operations
KHOP,2024-06-04,24.52,18.15,84.915,5.472,15.617,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KALO,2021-12-10,4.04,0.225,74.68,8.532,14.943,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KUIN,2024-09-21,25.22,4.06,56.7324,6.369,14.9247,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KRTS,2022-11-13,-2.0,0.45,77.3784,5.112,13.2696,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRTS,2022-11-18,2.0,0.0,59.3476,4.041,16.905,False,False,False,False,0.0,Low,Normal operations
KVIH,2023-09-22,22.22,0.0,75.7702,6.291,15.295,False,False,False,False,0.0,Low,Normal operations
KAPF,2021-12-26,21.53,0.0,84.6034,3.79,15.456,False,False,False,False,0.0,Low,Normal operations
KASN,2021-12-23,6.23,0.0,58.82,0.3,16.422,False,False,False,False,0.0,Low,Normal operations
KBAB,2021-12-29,6.34,8.226,86.0146,4.499,11.78,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBAZ,2021-12-05,21.62,0.0,89.2289,7.08,14.8274,False,False,False,False,0.0,Low,Normal operations
KBAZ,2021-12-10,22.86,0.0,83.0119,6.732,8.6592,False,False,False,False,0.0,Low,Normal operations
KD57,2022-06-26,15.6,0.0,54.2604,12.617,15.617,False,False,False,False,0.0,Low,Normal operations
KDAB,2022-06-23,29.79,0.0,60.9838,8.448,15.912,True,False,False,False,0.35,Medium,Add water points & shade
KCTB,2021-01-02,4.37,0.0,53.8835,26.565,16.744,False,False,True,False,0.15,Low,Secure temporary structures
KCTB,2021-01-18,2.63,0.0,72.0692,11.853,14.4534,False,False,False,False,0.0,Low,Normal operations
KMOT,2020-02-06,-11.75,0.0,79.8534,7.48,10.46,False,False,False,False,0.0,Low,Normal operations
KMAE,2020-04-27,20.1,0.0,42.4705,7.272,16.744,True,False,False,False,0.35,Medium,Add water points & shade
KPWT,2024-10-26,10.71,6.399,96.2164,5.211,14.9032,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBTR,2023-07-08,30.58,0.0,68.46,6.912,15.778,True,False,False,False,0.35,Medium,Add water points & shade
KBUU,2023-07-09,21.94,1.602,63.1176,4.851,16.905,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KHTS,2024-06-04,23.39,7.26,71.8716,2.739,13.4064,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KRZL,2022-11-25,5.6,0.0,82.2366,5.571,10.2414,False,False,False,False,0.0,Low,Normal operations
KWHP,2021-11-25,19.7,0.0,6.03,16.794,16.583,False,False,False,False,0.0,Low,Normal operations
KRZZ,2022-11-13,14.52,0.0,60.4758,5.09,16.261,False,False,False,False,0.0,Low,Normal operations
KS32,2022-11-14,-6.3,0.0,100.0,4.401,11.0446,False,False,False,False,0.0,Low,Normal operations
KS32,2022-11-26,1.7,0.243,100.0,9.072,16.583,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KS32,2022-11-28,-1.7,0.0,92.8125,16.137,16.1,False,False,False,False,0.0,Low,Normal operations
KGMU,2024-02-24,12.41,0.76,39.673,8.569,16.1,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KGSO,2022-08-24,24.49,0.0,68.0442,2.69,15.778,True,False,False,False,0.35,Medium,Add water points & shade
KGSO,2022-08-27,25.46,0.0,73.2856,2.16,16.905,True,False,False,False,0.35,Medium,Add water points & shade
KGFA,2023-11-25,-3.66,0.0,74.5192,10.18,16.2588,False,False,False,False,0.0,Low,Normal operations
KGIF,2023-11-28,14.7,0.0,63.76,6.589,16.422,False,False,False,False,0.0,Low,Normal operations
KEOE,2022-03-22,15.4,0.0,51.1093,4.29,15.295,False,False,False,False,0.0,Low,Normal operations
KEOE,2022-03-25,14.8,0.0,43.1158,11.308,15.617,False,False,False,False,0.0,Low,Normal operations
KEDN,2021-10-24,17.64,3.978,78.9012,2.187,16.261,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KEDN,2021-10-25,23.0,0.0,84.4094,2.05,14.0877,False,False,False,False,0.0,Low,Normal operations
KNHK,2024-03-05,13.78,19.8,83.3351,8.352,9.9372,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KNHK,2024-03-07,14.22,25.587,77.2809,10.062,15.3825,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KNHK,2024-03-31,12.35,0.0,69.6795,5.652,15.939,False,False,False,False,0.0,Low,Normal operations
KNJK,2024-03-06,17.76,0.0,31.948,11.308,16.583,False,False,False,False,0.0,Low,Normal operations
KNJW,2024-03-31,20.12,0.0,67.9218,4.69,16.905,False,False,False,False,0.0,Low,Normal operations
KOZA,2020-09-15,23.1,0.0,50.2524,5.112,15.295,False,False,False,False,0.0,Low,Normal operations
KMWN,2020-02-18,-9.8,9.79,81.2532,30.177,52.572,False,True,True,False,0.44999999999999996,Medium,Covered waiting & shuttle capacity; Secure temporary structures
KNTD,2024-03-24,13.67,0.0,74.3158,16.614,15.939,False,False,False,False,0.0,Low,Normal operations
KGNT,2024-02-05,3.36,0.0,65.7854,2.4,15.939,False,False,False,False,0.0,Low,Normal operations
KBVY,2023-07-01,21.41,0.0,88.0704,4.609,7.6323,False,False,False,False,0.0,Low,Normal operations
KBVY,2023-07-06,24.55,0.0,79.65,3.839,13.5616,True,False,False,False,0.35,Medium,Add water points & shade
KBYS,2023-07-04,33.28,0.0,10.4566,14.994,16.583,True,False,False,False,0.35,Medium,Add water points & shade
KLUM,2022-04-26,2.39,0.0,58.6872,9.702,15.295,False,False,False,False,0.0,Low,Normal operations
KMHE,2020-04-17,4.6,0.0,54.4986,7.68,16.261,False,False,False,False,0.0,Low,Normal operations
KRKP,2024-10-11,24.29,0.0,66.787,6.908,16.233,True,False,False,False,0.35,Medium,Add water points & shade
KMKS,2020-04-23,18.65,61.65,81.2126,1.98,12.692,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLVN,2022-04-21,6.81,0.225,74.0124,4.69,12.3624,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRNH,2024-10-28,15.74,0.0,45.5798,9.18,16.744,False,False,False,False,0.0,Low,Normal operations
KNUQ,2024-03-23,14.5,4.35,77.3155,6.248,14.6349,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KNHK,2020-02-23,3.95,0.0,56.0732,4.932,15.617,False,False,False,False,0.0,Low,Normal operations
KNOW,2020-02-19,1.65,0.0,82.6238,2.691,15.3054,False,False,False,False,0.0,Low,Normal operations
KMMH,2020-04-07,0.9,1.936,70.3791,4.131,15.78,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOCQ,2024-03-28,0.43,0.0,43.65,11.198,15.617,False,False,False,False,0.0,Low,Normal operations
KCRQ,2021-06-15,21.36,0.0,75.144,3.289,14.535,False,False,False,False,0.0,Low,Normal operations
KCLE,2023-06-02,21.29,0.0,49.2744,5.709,16.583,False,False,False,False,0.0,Low,Normal operations
KDTL,2022-06-13,23.5,32.34,80.1233,8.172,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDUG,2022-06-18,26.86,0.24,38.986,6.68,14.9952,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KCSV,2021-06-30,24.44,0.0,81.3792,1.859,13.9536,False,False,False,False,0.0,Low,Normal operations
KDUH,2022-06-30,23.53,0.0,44.27,5.819,15.778,True,False,False,False,0.35,Medium,Add water points & shade
