brand,total_visits,record_count,unique_stores,mean_daily_visits,earliest_date,latest_date,data_type
Food Depot,51485841,16443,9,3131.17,2020-01-01,2024-12-31,derived
Food Lion,51428115,15925,10,3229.39,2020-01-01,2024-12-31,derived
Fred Meyer,51217184,14616,8,3504.19,2020-01-01,2024-12-31,derived
Eat'n Park,51165162,27405,15,1867.0,2020-01-01,2024-12-31,derived
Mavis Discount Tire,50782598,204379,145,248.47,2020-01-01,2024-12-31,derived
Paris Baguette,50637101,28393,29,1783.44,2020-01-01,2024-12-31,derived
Haagen Dazs,50587013,46743,31,1082.24,2020-01-01,2024-12-31,derived
24 Hour Fitness,50571673,94543,72,534.91,2020-01-01,2024-12-31,derived
DSW (Designer Shoe Warehouse),50395786,105933,60,475.73,2020-01-01,2024-12-31,derived
Kum & Go,50374961,20702,14,2433.34,2020-01-01,2024-12-31,derived
Sally Beauty Supply,50361455,433122,255,116.28,2020-01-01,2024-12-31,derived
rue21,49326297,80560,57,612.29,2020-01-01,2024-05-31,derived
Fresco y Más,49042893,16443,9,2982.6,2020-01-01,2024-12-31,derived
Bruegger's,48742038,30723,19,1586.5,2020-01-01,2024-12-31,derived
Ingles Markets,48664869,14616,8,3329.56,2020-01-01,2024-12-31,derived
Publix Pharmacy,48380862,369633,205,130.89,2020-01-01,2024-12-31,derived
GNC (General Nutrition Centers),48371415,459761,381,105.21,2020-01-01,2024-12-31,derived
Total Wine & More,48282918,57340,35,842.05,2020-01-01,2024-12-31,derived
Tom Thumb,48229424,24754,16,1948.35,2020-01-01,2024-12-31,derived
Taco Casa,47919427,33345,19,1437.08,2020-01-01,2024-12-31,derived
Break Time,47879935,40499,23,1182.25,2020-01-01,2024-12-31,derived
Schnucks,47166960,14616,8,3227.08,2020-01-01,2024-12-31,derived
Au Bon Pain,47106596,30866,26,1526.16,2020-01-01,2024-12-31,derived
Chicken Salad Chick,47087697,33197,25,1418.43,2020-01-01,2024-12-31,derived
Auto Value,47007781,668651,367,70.3,2020-01-01,2024-12-31,derived
Fuzzy's Taco,46945577,25910,18,1811.87,2020-01-01,2024-12-31,derived
MrBeast Burger,46901823,205685,124,228.03,2020-01-01,2024-12-31,derived
Banana Republic,46716517,74381,50,628.07,2020-01-01,2024-12-31,derived
Corner Bakery Cafe,46419525,36775,24,1262.26,2020-01-01,2024-12-31,derived
GATE,46323734,25762,15,1798.14,2020-01-01,2024-12-31,derived
Claire's,45695306,223692,146,204.28,2020-01-01,2024-12-31,derived
Miller's Ale House,45683724,26223,20,1742.12,2020-01-01,2024-12-31,derived
Taco Time Northwest,45575556,26582,15,1714.53,2020-01-01,2024-12-31,derived
CAVA,45204794,39552,40,1142.92,2020-01-01,2024-12-31,derived
Albertson’s Pharmacy,45152184,52983,29,852.2,2020-01-01,2024-12-31,derived
TD Bank,44884260,337016,188,133.18,2020-01-01,2024-12-31,derived
Buckle,44742562,63520,38,704.39,2020-01-01,2024-12-31,derived
pOpshelf,44707499,18742,23,2385.42,2020-01-01,2024-12-31,derived
Andy's Frozen Custard,44397854,21801,15,2036.51,2020-01-01,2024-12-31,derived
Bonefish Grill,44382249,26611,15,1667.82,2020-01-01,2024-12-31,derived
Firestone Complete Auto Care,44369887,318934,184,139.12,2020-01-01,2024-12-31,derived
Aloft Hotels,44215197,38518,22,1147.91,2020-01-01,2024-12-31,derived
Sherwin-Williams,44127601,705587,411,62.54,2020-01-01,2024-12-31,derived
Tilly's,43987007,61815,40,711.59,2020-01-01,2024-12-31,derived
Hy-Vee,43895419,12789,7,3432.28,2020-01-01,2024-12-31,derived
Verizon Wireless,43851412,286696,184,152.95,2020-01-01,2024-12-31,derived
C Town Supermarkets,43708491,41680,26,1048.67,2020-01-01,2024-12-31,derived
Hot Topic,43686495,91111,54,479.49,2020-01-01,2024-12-31,derived
Salad and Go,43341707,23148,17,1872.37,2020-01-01,2024-12-31,derived
Bruster's Ice Cream,43262129,35630,22,1214.21,2020-01-01,2024-12-31,derived
Pret A Manger,42784402,28138,20,1520.52,2020-01-01,2024-12-31,derived
U.S. Bank,42756355,349526,193,122.33,2020-01-01,2024-12-31,derived
European Wax Center (EWC),42453191,214305,141,198.1,2020-01-01,2024-12-31,derived
Metro by T-Mobile,41866322,609073,913,68.74,2020-01-01,2024-12-31,derived
Randall's Food Markets,41711464,12420,8,3358.41,2020-01-01,2024-12-31,derived
lululemon athletica,41520852,73295,48,566.49,2020-01-01,2024-12-31,derived
Gold's Gym,41185595,52341,35,786.87,2020-01-01,2024-12-31,derived
Mendocino Farms,41033788,23359,16,1756.66,2020-01-01,2024-12-31,derived
HTeaO,40962285,29358,22,1395.27,2020-01-01,2024-12-31,derived
California Pizza Kitchen,40692533,36722,21,1108.12,2020-01-01,2024-12-31,derived
Menchie's,40157815,60196,46,667.12,2020-01-01,2024-12-31,derived
Sarku Japan,40156251,28354,20,1416.25,2020-01-01,2024-12-31,derived
Plato's Closet,39881212,63155,37,631.48,2020-01-01,2024-12-31,derived
Northern Tool + Equipment,39322006,30420,17,1292.64,2020-01-01,2024-12-31,derived
Caliber Collision,39245697,359015,208,109.31,2020-01-01,2024-12-31,derived
Manhattan Bagel,39241051,30117,18,1302.95,2020-01-01,2024-12-31,derived
Picadeli,39149294,15747,12,2486.14,2020-01-01,2024-12-31,derived
Boost Mobile,38791413,929884,587,41.72,2020-01-01,2024-12-31,derived
Pavilions,38766841,9928,7,3904.8,2020-01-01,2024-12-31,derived
United Supermarkets,38720901,18270,10,2119.37,2020-01-01,2024-12-31,derived
Tim Hortons,38696627,94746,66,408.42,2020-01-01,2024-12-31,derived
Super 8,38586134,192861,117,200.07,2020-01-01,2024-12-31,derived
Adidas,38483554,42968,26,895.63,2020-01-01,2024-12-31,derived
Bush's Chicken,38306702,27985,16,1368.83,2020-01-01,2024-12-31,derived
Smashburger,38213003,32489,20,1176.18,2020-01-01,2024-12-31,derived
Dillons Supermarkets,38158043,11201,7,3406.66,2020-01-01,2024-12-31,derived
Piggly Wiggly,38112923,27405,15,1390.73,2020-01-01,2024-12-31,derived
Nékter Juice Bar,38075805,39469,29,964.7,2020-01-01,2024-12-31,derived
U-Haul,37909234,321280,193,117.99,2020-01-01,2024-12-31,derived
Dave & Buster's,37748851,29540,18,1277.89,2020-01-01,2024-12-31,derived
Spencer's,37342830,87512,48,426.72,2020-01-01,2024-12-31,derived
Weis Pharmacy,37334777,43848,24,851.46,2020-01-01,2024-12-31,derived
Saladworks,37092889,23716,14,1564.04,2020-01-01,2024-12-31,derived
Urban Outfitters,37054821,45370,27,816.73,2020-01-01,2024-12-31,derived
Slim Chickens,36886090,18032,14,2045.59,2020-01-01,2024-12-31,derived
Carvel,36699990,84440,50,434.63,2020-01-01,2024-12-31,derived
REI,36181813,32613,23,1109.43,2020-01-01,2024-12-31,derived
Hibbett Sports,36117560,114227,73,316.19,2020-01-01,2024-12-31,derived
Truist,36010334,355782,204,101.21,2020-01-01,2024-12-31,derived
BurgerFi,35914237,28344,20,1267.08,2020-01-01,2024-12-31,derived
Abercrombie,35777233,39807,39,898.77,2020-01-01,2024-12-31,derived
Crunch,35712181,110248,81,323.93,2020-01-01,2024-12-31,derived
Nob Hill Foods,35654856,10109,6,3527.04,2020-01-01,2024-12-31,derived
Anthony's Coal Fired Pizza,35551462,27161,16,1308.92,2020-01-01,2024-12-31,derived
Bravo Supermarkets,35547617,32735,20,1085.92,2020-01-01,2024-12-31,derived
Cook Out,35444845,17904,10,1979.72,2020-01-01,2024-12-31,derived
H&S Energy,35334174,71346,42,495.25,2020-01-01,2024-12-31,derived
Zara,35315848,27589,17,1280.07,2020-01-01,2024-12-31,derived
Saltgrass Steak House,35280899,25425,15,1387.65,2020-01-01,2024-12-31,derived
Taco Bueno,35195513,28443,19,1237.41,2020-01-01,2024-12-31,derived
Yogurtland,35039280,67694,45,517.61,2020-01-01,2024-12-31,derived
Home2 Suites,34944932,85844,56,407.07,2020-01-01,2024-12-31,derived
Sweet Frog,34903984,23928,17,1458.71,2020-01-01,2024-12-31,derived
Allstate Insurance,34811164,1236761,688,28.15,2020-01-01,2024-12-31,derived
Raymour and Flanigan Furniture,34727479,47818,33,726.24,2020-01-01,2024-12-31,derived
Farmers Insurance Group,34533485,2288360,1667,15.09,2020-01-01,2024-12-31,derived
Westin Hotels & Resorts,34382490,26368,16,1303.95,2020-01-01,2024-12-31,derived
Penske Truck Rental,34282587,452333,258,75.79,2020-01-01,2024-12-31,derived
The Children's Place,34103299,112629,76,302.79,2020-01-01,2024-12-31,derived
Playa Bowls,34088302,52202,38,653.01,2020-01-01,2024-12-31,derived
Holiday Inn Express,33846071,374985,213,90.26,2020-01-01,2024-12-31,derived
ShopRite Pharmacy,33749455,56545,32,596.86,2020-01-01,2024-12-31,derived
Sheraton Hotels & Resorts,33726310,27981,17,1205.33,2020-01-01,2024-12-31,derived
Blue Bottle Coffee,33639030,21924,13,1534.35,2020-01-01,2024-12-31,derived
total by Verizon,33605404,168425,175,199.53,2020-01-01,2024-12-31,derived
Star Market,33601051,9135,5,3678.28,2020-01-01,2024-12-31,derived
Chuy's,33221688,18088,11,1836.67,2020-01-01,2024-12-31,derived
Coach,33021806,71253,39,463.44,2020-01-01,2024-12-31,derived
Citizens Bank,32902335,210530,154,156.28,2020-01-01,2024-12-31,derived
Beef 'O' Brady's,32839548,39977,28,821.46,2020-01-01,2024-12-31,derived
H&R Block,32627295,1437145,798,22.7,2020-01-01,2024-12-31,derived
Sleep Inn,32577580,62729,37,519.34,2020-01-01,2024-12-31,derived
Sunglass Hut,32516293,312441,189,104.07,2020-01-01,2024-12-31,derived
Yard House,32474140,20127,12,1613.46,2020-01-01,2024-12-31,derived
Rebel Convenience Store,32430413,27405,15,1183.38,2020-01-01,2024-12-31,derived
Roses,32376704,13551,8,2389.25,2020-01-01,2024-12-31,derived
The Great Greek Grill,32283901,20097,11,1606.4,2020-01-01,2024-12-31,derived
FoodMaxx Supermarkets,32256980,13339,8,2418.25,2020-01-01,2024-12-31,derived
F45 Training,32198994,167086,124,192.71,2020-01-01,2024-12-31,derived
The Honey Baked Ham Co.,32162932,74595,48,431.17,2020-01-01,2024-12-31,derived
Market Street,31992084,7308,4,4377.68,2020-01-01,2024-12-31,derived
CubeSmart,31865875,284228,228,112.11,2020-01-01,2024-12-31,derived
The Halal Guys,31634731,40104,27,788.82,2020-01-01,2024-12-31,derived
"Spec's Wine, Spirits & Finer Foods",31536906,67033,44,470.47,2020-01-01,2024-12-31,derived
Duane Reade by Walgreens,31435457,39969,33,786.5,2020-01-01,2024-12-31,derived
Camping World,31220066,34082,26,916.03,2020-01-01,2024-12-31,derived
Fiesta Mart,30958992,21254,13,1456.62,2020-01-01,2024-12-31,derived
Sport Clips,30823709,345636,206,89.18,2020-01-01,2024-12-31,derived
Country Fair,30747539,18270,10,1682.95,2020-01-01,2024-12-31,derived
Bahama Breeze,30617681,14616,8,2094.81,2020-01-01,2024-12-31,derived
GetGo,30556623,49146,28,621.75,2020-01-01,2024-12-31,derived
El Super,30341464,21955,13,1381.98,2020-01-01,2024-12-31,derived
Round Table Pizza,30313419,139060,80,217.99,2020-01-01,2024-12-31,derived
Preferred Hotels & Resorts,30276259,30353,23,997.47,2020-01-01,2024-12-31,derived
Dierbergs Markets,30197977,9135,5,3305.74,2020-01-01,2024-12-31,derived
Levi Strauss & Co.,30188680,52499,37,575.03,2020-01-01,2024-12-31,derived
SmartStyle Family Hair Salons,30108358,220084,145,136.8,2020-01-01,2024-12-31,derived
Regus,30084989,210932,130,142.63,2020-01-01,2024-12-31,derived
Joe's Kwik Mart,30063798,20097,11,1495.93,2020-01-01,2024-12-31,derived
Ben & Jerry's,30040159,38495,32,780.37,2020-01-01,2024-12-31,derived
Sleep Number,29751086,114102,70,260.74,2020-01-01,2024-12-31,derived
Mitsuwa Market Place,29718477,5481,3,5422.09,2020-01-01,2024-12-31,derived
Jackson Hewitt Tax Service,29651950,829481,515,35.75,2020-01-01,2024-12-31,derived
Bel-Air,29543321,9135,5,3234.08,2020-01-01,2024-12-31,derived
Vallarta Supermarkets,29380224,26733,15,1099.02,2020-01-01,2024-12-31,derived
Gerrity's Supermarket,29079074,7308,4,3979.07,2020-01-01,2024-12-31,derived
IKEA,29074803,10017,6,2902.55,2020-01-01,2024-12-31,derived
Bubba's 33,28998439,9349,6,3101.77,2020-01-01,2024-12-31,derived
Bristol Farms,28996621,9135,5,3174.23,2020-01-01,2024-12-31,derived
Which Wich,28925294,31380,34,921.77,2020-01-01,2024-12-31,derived
Pei Wei Asian Diner,28832517,21747,19,1325.82,2020-01-01,2024-12-31,derived
Zales,28812209,95858,58,300.57,2020-01-01,2024-12-31,derived
Carter's,28608976,150330,98,190.31,2020-01-01,2024-12-31,derived
Francesca's,28507548,67324,37,423.44,2020-01-01,2024-12-31,derived
Massage Envy,28453987,188635,113,150.84,2020-01-01,2024-12-31,derived
Lowe's Market,28410253,31849,19,892.03,2020-01-01,2024-12-31,derived
Tires Plus,28298001,100057,57,282.82,2020-01-01,2024-12-31,derived
Kay Jewelers,28201882,142807,89,197.48,2020-01-01,2024-12-31,derived
Kate Spade,28139783,41197,26,683.05,2020-01-01,2024-12-31,derived
PriceRite,27948028,15833,10,1765.18,2020-01-01,2024-12-31,derived
Burkes Outlet,27939613,18602,18,1501.97,2020-01-01,2023-06-30,derived
King Kullen Grocery Co.,27907517,7520,5,3711.11,2020-01-01,2024-12-31,derived
Steve Madden,27863116,34713,19,802.67,2020-01-01,2024-12-31,derived
Charlotte Russe,27764040,43058,26,644.81,2020-01-01,2024-12-31,derived
Natural Grocers,27653452,11450,7,2415.15,2020-01-01,2024-12-31,derived
Once Upon a Child,27582992,41783,27,660.15,2020-01-01,2024-12-31,derived
Gordon Food Service Store,27559467,14345,11,1921.19,2020-01-01,2024-12-31,derived
The Parking Spot,27546914,7767,6,3546.66,2020-01-01,2024-12-31,derived
Skechers,27533834,102874,80,267.65,2020-01-01,2024-12-31,derived
Habitat for Humanity ReStore,27394470,110481,73,247.96,2020-01-01,2024-12-31,derived
Kids Foot Locker,27390156,76181,44,359.54,2020-01-01,2024-12-31,derived
Friendly's,27373881,44790,27,611.16,2020-01-01,2024-12-31,derived
ampm,27333290,412249,248,66.3,2020-01-01,2024-12-31,derived
Fazoli's,27089896,18632,12,1453.94,2020-01-01,2024-12-31,derived
Play It Again Sports,26894658,27007,18,995.84,2020-01-01,2024-12-31,derived
Farmer Boys,26862817,21102,12,1273.0,2020-01-01,2024-12-31,derived
PNC Financial Services,26752580,388533,270,68.86,2020-01-01,2024-12-31,derived
Spectrum,26643586,184589,123,144.34,2020-01-01,2024-12-31,derived
PacSun,26368925,57918,35,455.28,2020-01-01,2024-12-31,derived
InMotion,26316333,20493,13,1284.16,2020-01-01,2024-12-31,derived
CHEF'STORE,26313489,28228,16,932.18,2020-01-01,2024-12-31,derived
Candlewood Suites,26293453,60140,34,437.2,2020-01-01,2024-12-31,derived
Banter by Piercing Pagoda,26277817,112935,64,232.68,2020-01-01,2024-12-31,derived
Belk,26114971,34713,19,752.31,2020-01-01,2024-12-31,derived
Bubbakoo's Burritos,26020873,24189,26,1075.73,2020-01-01,2024-12-31,derived
Nouria Energy Corporation,26004534,32193,21,807.77,2020-01-01,2024-12-31,derived
United Express,25889009,16443,9,1574.47,2020-01-01,2024-12-31,derived
Kung Fu Tea,25791535,54367,47,474.4,2020-01-01,2024-12-31,derived
Athleta,25712674,39348,26,653.47,2020-01-01,2024-12-31,derived
Rally's Drive-In Restaurants,25646255,12088,8,2121.63,2020-01-01,2024-12-31,derived
AAA / CAA,25527978,165702,98,154.06,2020-01-01,2024-12-31,derived
Toyota,25404963,174842,96,145.3,2020-01-01,2024-12-31,derived
At Home,25378124,35421,24,716.47,2020-01-01,2024-12-31,derived
Club Pilates,25375290,161980,131,156.66,2020-01-01,2024-12-31,derived
Sonny’s Real Pit Bar-B-Q,25374075,28897,17,878.09,2020-01-01,2024-12-31,derived
85 Degrees C Bakery Cafe,25356830,14647,9,1731.2,2020-01-01,2024-12-31,derived
Sharetea,25351260,39796,23,637.03,2020-01-01,2024-12-31,derived
Honda,25337381,160205,91,158.16,2020-01-01,2024-12-31,derived
Orange Julius,25291395,124781,69,202.69,2020-01-01,2024-12-31,derived
Ramada,25269487,47343,28,533.75,2020-01-01,2024-12-31,derived
Philz Coffee,25235699,15654,13,1612.09,2020-01-01,2024-12-31,derived
Kaplan Test Prep,25194488,118755,65,212.16,2020-01-01,2024-12-31,derived
Discount Tire,25193630,156733,92,160.74,2020-01-01,2024-12-31,derived
United Pacific,25124980,13522,9,1858.08,2020-01-01,2024-12-31,derived
Dickey's Barbecue Pit,25080656,82884,84,302.6,2020-01-01,2024-12-31,derived
Tuesday Morning,24961930,48039,58,519.62,2020-01-01,2023-04-30,derived
Newk's Eatery,24943679,17355,12,1437.26,2020-01-01,2024-12-31,derived
Kings Food Markets,24906854,7308,4,3408.16,2020-01-01,2024-12-31,derived
Crowne Plaza Hotels and Resorts,24853004,19759,13,1257.81,2020-01-01,2024-12-31,derived
Lunardi's Markets,24787091,7308,4,3391.77,2020-01-01,2024-12-31,derived
Rosauers,24664697,6243,4,3950.78,2020-01-01,2024-12-31,derived
Sportsman's Warehouse,24618185,22565,14,1090.99,2020-01-01,2024-12-31,derived
maurices,24616810,69269,43,355.38,2020-01-01,2024-12-31,derived
CoreLife Eatery,24575375,14218,10,1728.47,2020-01-01,2024-12-31,derived
Marble Slab Creamery,24537440,58464,32,419.7,2020-01-01,2024-12-31,derived
Jeni's Splendid Ice Creams,24363474,12733,9,1913.41,2020-01-01,2024-12-31,derived
Black Rock Coffee,24358311,11268,7,2161.72,2020-01-01,2024-12-31,derived
Pappas Bar-B-Q,24182051,23751,13,1018.15,2020-01-01,2024-12-31,derived
Sinclair Oil,24149742,132165,98,182.72,2020-01-01,2024-12-31,derived
Patel Brothers,24036850,8983,5,2675.82,2020-01-01,2024-12-31,derived
Cavender's,23939444,29263,17,818.08,2020-01-01,2024-12-31,derived
SHOP 'n SAVE Supermarkets,23897315,25456,14,938.77,2020-01-01,2024-12-31,derived
Costa Coffee,23814529,112361,99,211.95,2020-01-01,2024-12-31,derived
Red Wing Shoes,23756768,73689,41,322.39,2020-01-01,2024-12-31,derived
GIANT Pharmacy,23755465,30330,18,783.23,2020-01-01,2024-12-31,derived
XFINITY by Comcast,23671697,113829,80,207.96,2020-01-01,2024-12-31,derived
Four Points By Sheraton,23657024,25273,14,936.06,2020-01-01,2024-12-31,derived
Mission BBQ,23518338,10966,9,2144.66,2020-01-01,2024-12-31,derived
Batteries Plus Bulbs,23485593,112746,75,208.31,2020-01-01,2024-12-31,derived
Bartell Drugs,23373364,27272,17,857.05,2020-01-01,2024-12-31,derived
Noah's New York Bagels,23350606,21314,13,1095.55,2020-01-01,2024-12-31,derived
Market Basket Foods,23347311,7308,4,3194.76,2020-01-01,2024-12-31,derived
Noodles & Company,23251698,14829,11,1567.99,2020-01-01,2024-12-31,derived
Central Market,23092780,7308,4,3159.93,2020-01-01,2024-12-31,derived
Kinney Drugs,23090443,21924,12,1053.2,2020-01-01,2024-12-31,derived
FedEx,23080284,517791,297,44.57,2020-01-01,2024-12-31,derived
Saks Off Fifth,23020245,23751,13,969.23,2020-01-01,2024-12-31,derived
Western Beef,22965651,7674,5,2992.66,2020-01-01,2024-12-31,derived
Nissan,22937075,156877,86,146.21,2020-01-01,2024-12-31,derived
Food Bazaar Supermarket,22861507,16443,9,1390.35,2020-01-01,2024-12-31,derived
Staybridge Suites,22799333,41624,26,547.74,2020-01-01,2024-12-31,derived
ABC Fine Wine & Spirits,22755018,54411,32,418.21,2020-01-01,2024-12-31,derived
Sprint Food Store,22749621,9135,5,2490.38,2020-01-01,2024-12-31,derived
Pinch A Penny,22652829,104910,64,215.93,2020-01-01,2024-12-31,derived
Louis Vuitton International,22644746,31820,22,711.65,2020-01-01,2024-12-31,derived
AC Hotel,22639594,17814,10,1270.89,2020-01-01,2024-12-31,derived
Zoës Kitchen,22618251,17280,22,1308.93,2020-01-01,2023-01-31,derived
Windsor,22550306,67178,45,335.68,2020-01-01,2024-12-31,derived
Price Chopper,22544282,21924,12,1028.29,2020-01-01,2024-12-31,derived
Valu Home Centers,22513848,18817,11,1196.46,2020-01-01,2024-12-31,derived
Hard Rock Hotel,22498652,5481,3,4104.84,2020-01-01,2024-12-31,derived
Melrose Family Fashions,22478825,33462,21,671.77,2020-01-01,2024-12-31,derived
WSS,22438392,26892,24,834.39,2020-01-01,2024-12-31,derived
Nugget Market,22420307,5481,3,4090.55,2020-01-01,2024-12-31,derived
American Deli,22395445,52471,33,426.82,2020-01-01,2024-12-31,derived
Chevrolet,22377909,191134,107,117.08,2020-01-01,2024-12-31,derived
Econo Lodge,22251811,94045,68,236.61,2020-01-01,2024-12-31,derived
Red Roof Inn,22140684,43575,52,508.11,2020-01-01,2024-12-31,derived
Hudson News,22113962,18270,10,1210.4,2020-01-01,2024-12-31,derived
Metropolitan Market,22109506,5481,3,4033.85,2020-01-01,2024-12-31,derived
Hat Creek Burger Company,22015975,14464,8,1522.12,2020-01-01,2024-12-31,derived
Cato Fashions,22004277,103954,60,211.67,2020-01-01,2024-12-31,derived
Cliff's Local Market,21973587,9135,5,2405.43,2020-01-01,2024-12-31,derived
Pieology Pizzeria,21973308,32427,18,677.62,2020-01-01,2024-12-31,derived
Togo's Eateries,21955677,75426,46,291.09,2020-01-01,2024-12-31,derived
