PARENT_PLACEKEY,LATITUDE,LONGITUDE
zzw-22k@5vg-7gr-q75,37.783925,-122.438886
22y-22y@627-s8r-yqf,40.767587,-73.981304
225-23z@8fc-fc2-xnq,29.754961,-95.363164
225-22g@5z4-zwc-qfz,34.060798,-118.383491
268-222@5z5-3qt-xyv,34.059242,-118.282349
zzy-222@8g7-46k-f9f,33.740675,-84.3596
22h-227@5vh-b6j-cwk,37.322752,-122.054538
zzy-229@5z5-3rr-vcq,34.049114,-118.25591
22h-223@62j-sj4-5xq,42.345583,-71.08742
226-247@627-s8r-h89,40.7579,-73.981942
zzy-22d@5z5-3rc-k75,34.073809,-118.379722
23g-227@627-s4n-p9z,40.786624,-73.951995
2mf-2cp@627-s8n-975,40.766804,-73.951116
zzw-223@5pr-6f5-y5f,39.058574,-94.610791
228-245@5z4-zw9-z2k,34.071741,-118.446428
222-228@627-rwx-y9z,40.846166,-73.84508
25p-222@5qv-x4n-4n5,32.911257,-96.772039
222-4dt@5pr-36y-5zz,39.083925,-94.577542
zzy-229@5qv-x4d-94v,32.878846,-96.766759
224-223@5pr-32g-z2k,39.247716,-94.46368
223-235@8fw-27m-tqf,25.791276,-80.212292
22g-222@8fc-f34-kzz,29.656324,-95.57097
zzy-22g@8fw-27m-td9,25.789237,-80.211723
zzw-222@627-w9t-wkz,40.740333,-74.189169
222-25b@628-pnz-wzf,39.989843,-75.105926
222-24n@627-s8r-6c5,40.760552,-73.982282
zzw-223@8fc-f9x-yvz,29.715042,-95.397081
zzw-22v@8g7-46z-6c5,33.786774,-84.387024
222-2ht@5z4-zvh-sdv,34.052752,-118.453022
222-28v@5vh-b4n-dqf,37.336134,-121.999024
222-229@5vg-94n-2tv,38.0037,-122.554767
222-222@5qv-x2s-rx5,32.810526,-96.836712
222-246@627-s57-xyv,40.882568,-74.056221
222-2g4@628-pmf-6c5,39.948919,-75.193568
222-5g9@62j-sgh-92k,42.337673,-71.106134
222-2jh@63g-rbx-yy9,37.494462,-77.464291
222-275@8fw-27m-s3q,25.788597,-80.214345
222-2kw@62j-shx-snq,42.362385,-71.069755
222-2yr@8fc-f9x-pd9,29.713671,-95.394496
222-5b4@627-s8n-7qz,40.763845,-73.955842
zzy-226@5x4-4vt-4jv,47.603616,-122.324427
222-2g4@628-pmf-6c5,39.948605,-75.19483
222-5b4@627-s8n-7qz,40.763938,-73.955635
223-223@5pr-3bt-tjv,39.036032,-94.575228
225-222@628-pj6-cdv,40.037555,-75.107773
22b-222@5x4-4ny-975,47.713538,-122.312321
223-223@8fc-fbh-hwk,29.737653,-95.417793
223-222@5vg-854-7h5,37.73579,-122.1955
223-28y@628-pp5-26k,39.989898,-75.130165
22d-222@5qw-t3f-33q,32.76842,-96.836144
223-22b@5pr-329-jn5,39.238742,-94.463927
223-224@62j-shy-tgk,42.33964,-71.043412
262-224@5z5-3rc-hkf,34.062727,-118.365781
zzw-222@627-vs9-j35,40.578206,-74.168811
223-236@8fc-fg4-tjv,29.808784,-95.446595
zzw-225@5z5-3r6-dvz,34.102167,-118.324608
zzw-223@5pr-6f5-y5f,39.058418,-94.611313
224-224@5vg-7fg-hwk,37.806173,-122.265103
zzy-224@8fc-f9x-rx5,29.707143,-95.397465
zzw-223@62j-sgh-99f,42.336276,-71.106774
22h-226@627-s8n-649,40.765478,-73.953953
zzw-22b@665-zx5-6c5,43.824837,-79.609687
zzw-222@8g7-46r-7qz,33.754145,-84.373973
23x-224@5z4-zvh-nnq,34.051562,-118.47171
229-223@8fw-5v8-tqf,25.745316,-80.367843
22b-29b@5vg-7gv-4gk,37.785549,-122.406949
223-22p@627-s8j-d5f,40.736302,-73.994606
zzy-22y@8g6-ykw-mff,33.834818,-84.367105
223-2yr@628-pj9-d9z,40.03723,-75.143858
272-229@5pr-6f4-5xq,39.056668,-94.611562
224-228@627-s4n-q4v,40.784796,-73.945108
222-2kw@62j-shx-snq,42.363106,-71.068814
223-226@628-pj4-zzz,40.005508,-75.149612
223-235@8fw-27m-tqf,25.791656,-80.212847
222-2kw@62j-shx-snq,42.363298,-71.068493
222-2kw@62j-shx-snq,42.362897,-71.067954
226-22g@63h-hzv-nbk,39.855745,-84.272525
224-26r@62j-shx-bc5,42.358176,-71.061013
224-24y@5vg-7h2-5s5,37.767858,-122.390143
224-223@5vg-7fm-djv,37.838121,-122.274042
224-23c@5z5-3rr-kfz,34.044418,-118.247917
224-28d@5z5-3rr-rp9,34.050875,-118.254128
224-4nw@628-pmf-6x5,39.950343,-75.194301
23b-222@5vh-b4z-wzf,37.360634,-122.026371
224-222@5vh-9s4-h5z,37.59797,-122.069436
22g-225@628-p7x-7dv,40.050456,-75.065272
zzw-222@8fc-9v4-s3q,29.996207,-95.573924
22w-222@8fw-23n-85f,25.77286,-80.188626
zzy-225@627-s4f-fxq,40.851562,-73.968243
zzw-222@5pr-6f5-ndv,39.049363,-94.592158
zzy-222@5qv-x2v-pjv,32.809438,-96.795441
225-23k@628-pmf-ht9,39.95322,-75.170833
225-26k@63j-5md-75z,39.865537,-84.890161
225-233@627-sd5-ffz,41.024647,-73.770039
225-222@8fw-77d-p9z,25.745654,-80.392161
zzy-222@63g-qrk-6kz,37.23757,-77.337186
222-248@8fc-8tn-5pv,29.583752,-95.20629
223-222@5vg-9gw-hbk,37.96416,-121.986947
223-25b@5x4-4b5-g8v,47.610281,-122.334846
225-22m@627-sd6-47q,41.029418,-73.762967
225-222@63g-rd2-4qf,37.540038,-77.429631
zzw-223@63g-rd2-f75,37.540305,-77.430086
223-223@5vh-8sb-s3q,37.334372,-121.889339
zzy-222@8fc-f3w-ct9,29.660798,-95.464441
226-222@8g7-4px-j9z,33.625754,-84.458647
226-22g@628-pmf-n5z,39.95519,-75.168253
227-2gp@8g7-475-7wk,33.808107,-84.395811
222-222@5vg-7qw-7t9,37.758782,-122.156194
226-2sv@8fc-f9s-2kz,29.699907,-95.38947
223-224@5z6-3np-zcq,33.827712,-118.185814
224-223@8fc-fdg-vcq,29.671217,-95.36718
227-224@5vh-7y5-j5f,37.489607,-122.224631
227-22k@627-s4m-49z,40.802225,-73.966611
24w-223@627-wc7-s3q,40.726606,-73.995398
228-222@8fc-fhv-fs5,29.740404,-95.483983
227-224@5vg-7fj-j7q,37.82898,-122.26004
227-223@5vg-833-2tv,37.761664,-122.460694
228-225@628-thg-yvz,40.222844,-74.755473
226-223@8fc-9nw-qs5,29.914197,-95.434398
22d-222@5vh-8tz-jsq,37.258954,-121.877742
zzw-234@8g6-ym3-wkz,33.847038,-84.362786
225-22r@627-wgb-qpv,40.655344,-73.944125
228-2dv@5vh-b8k-54v,37.43592,-122.176026
227-227@5z4-zw3-49z,34.061473,-118.416895
229-222@8g7-47g-gc5,33.752914,-84.324639
223-222@62m-dnj-f2k,43.195318,-71.562799
22b-23g@5qw-st3-ch5,32.790593,-96.781033
22b-222@8fw-5tg-mtv,25.772106,-80.23044
22b-22d@627-s8h-ty9,40.738063,-73.98671
22b-23v@627-wc7-jn5,40.713875,-74.007397
22b-2bb@5vh-8sb-k4v,37.325233,-121.877367
22n-227@5z5-3r9-cdv,34.071779,-118.344533
zzw-223@5qw-szr-cnq,32.696454,-96.840789
22c-24k@627-s8j-n89,40.745301,-73.980747
222-22h@8fc-f3t-85f,29.640001,-95.507087
228-225@8fw-5km-bc5,25.743993,-80.417008
222-23f@5z5-3r7-5xq,34.094072,-118.327789
zzy-23p@628-pm9-t9z,39.948002,-75.154732
22j-222@5vg-7gz-2zf,37.766024,-122.431954
22d-223@8fw-5j8-zs5,25.679701,-80.436642
2mt-222@627-s8r-gp9,40.755866,-73.978265
23p-224@5vg-7gt-qzz,37.793843,-122.391775
2dc-222@627-s8z-v2k,40.66201,-73.961383
222-228@8fw-23m-y35,25.770857,-80.194605
249-224@627-s8r-26k,40.752729,-73.973927
222-226@628-pfx-f75,40.035942,-75.236143
222-25r@63g-rf6-qj9,37.604345,-77.540948
22d-225@8fc-9vk-yvz,29.885863,-95.474008
zzw-222@8fc-985-qcq,30.020332,-95.43899
22m-222@628-pny-c5z,39.941024,-75.114299
22g-22d@5vh-9p9-g8v,37.549192,-121.97864
zzw-222@5vh-b8x-c3q,37.423521,-122.103421
zzw-222@63h-hzt-gx5,39.86558,-84.290019
zzy-229@628-pmb-9s5,39.950331,-75.16463
22t-224@5vg-7gt-bhq,37.792754,-122.403178
zzy-223@5vg-85r-nqz,37.76313,-122.239151
22v-22q@5z4-zvy-gff,34.015378,-118.334771
zzw-223@5x4-4b5-dn5,47.605884,-122.333669
222-22f@5vh-9p2-mtv,37.554737,-121.974973
22x-223@627-vv6-tgk,40.62845,-74.117493
22x-222@627-wbs-3kf,40.778235,-74.022505
254-223@62j-shx-brk,42.357214,-71.058831
zzw-22d@628-t6v-p35,40.363508,-74.651069
222-23t@627-s8r-2ff,40.750182,-73.973344
232-222@62j-sjp-grk,42.335629,-71.072083
232-227@5vg-7gs-3nq,37.786036,-122.428578
zzw-223@5vh-bfc-5fz,37.418381,-121.871625
227-225@627-s8q-t7q,40.759537,-73.96921
23b-22g@627-s4r-py9,40.783208,-73.977422
23k-224@5vg-7mw-v9f,37.796895,-122.434525
222-233@8fc-fgb-ty9,29.785509,-95.445354
23y-23r@62j-sj4-8n5,42.348074,-71.087356
zzy-225@5z5-3rh-jjv,34.060458,-118.209937
22c-222@8fw-5ss-fxq,25.772865,-80.330798
226-224@5vg-7fn-3nq,37.821419,-122.2614
zzw-222@5vh-8vb-qmk,37.251232,-121.862812
222-22p@8g6-yn2-x89,33.82659,-84.330887
22f-222@5z6-3cg-gkz,33.822667,-118.18975
222-236@8g6-yky-g6k,33.847152,-84.370666
229-222@5vg-7ff-guv,37.815754,-122.246238
22j-222@5vg-7gr-y7q,37.785885,-122.454429
222-22z@5q9-bc6-68v,39.565627,-104.86667
23g-225@627-s8j-zcq,40.747384,-73.991937
25p-222@5qv-x4n-4n5,32.910929,-96.772112
22x-225@627-s8j-nwk,40.750256,-73.976528
2tr-222@5vg-7gt-brk,37.791038,-122.401861
22n-222@627-s8r-8qf,40.765095,-73.980835
22t-222@627-s8j-fvf,40.733875,-73.998922
225-236@628-pmb-9fz,39.953105,-75.165411
223-22v@5z4-zw9-zj9,34.064661,-118.446331
2v8-222@5z4-zw9-x5z,34.065166,-118.445948
253-224@8fw-5tk-kxq,25.742898,-80.254252
224-222@627-s4v-fvf,40.789337,-73.953905
zzy-23d@8fw-23m-v9f,25.774064,-80.195357
222-224@5vg-85r-89z,37.756891,-122.253161
22f-23p@5qv-x2y-d35,32.845256,-96.772792
226-2sv@8fc-f9s-2kz,29.7001,-95.389059
22g-222@627-wdj-vfz,40.587252,-73.958764
zzy-22d@5vh-9p9-47q,37.551147,-121.982877
zzw-223@5qv-x3z-mzf,32.922521,-96.791263
22q-22j@627-s8r-m6k,40.762823,-73.965899
22r-22s@627-s8j-gkz,40.739177,-73.995142
223-223@8fc-fd4-kzz,29.66751,-95.463961
zzw-222@5x4-4r3-789,47.548946,-122.317305
zzw-225@8fc-fhr-8gk,29.755774,-95.496322
222-225@5qv-x44-snq,32.907545,-96.805021
zzw-225@5vh-8sk-pqf,37.301066,-121.867048
226-22g@63h-hzv-nbk,39.855992,-84.27187
22c-223@8g6-ykx-j9z,33.837132,-84.37782
zzw-222@8fc-9v4-s3q,29.994442,-95.574002
222-27q@628-phz-zfz,40.006909,-75.124586
222-227@8gb-76p-575,33.918687,-84.781707
222-4rn@5qv-x3m-kvf,32.812777,-96.840168
222-222@8gg-2x9-s89,35.403118,-80.700082
245-222@5vh-bbh-6kz,37.378309,-122.071005
222-22v@5z5-3rs-4jv,34.053487,-118.242034
zzw-222@628-p9q-y5f,40.087006,-75.038686
zzz-223@628-pgc-g6k,39.98545,-75.215677
22m-222@8fc-f4d-f4v,29.705951,-95.537127
222-23c@8fc-9ry-v4v,29.985292,-95.49558
zzy-22b@5z5-3qy-rp9,34.040449,-118.267301
222-232@627-tz7-7qz,40.862259,-74.165045
223-22b@5vh-b66-w49,37.309037,-121.977314
227-224@62m-dnf-fmk,43.198597,-71.532587
222-23d@627-s8q-sqz,40.76195,-73.973179
2g5-23g@627-s8k-26k,40.75282,-73.989855
zzw-222@8g7-46w-fzz,33.721578,-84.348684
22b-227@62m-d7s-mtv,43.217618,-71.538385
zzw-222@5vh-b8k-k4v,37.441606,-122.168676
223-223@8g7-46v-wx5,33.715938,-84.349877
223-22v@5pr-549-66k,39.129985,-94.836422
223-2cx@5vg-7qc-7qz,37.80036,-122.206549
228-226@627-s8j-33q,40.734784,-73.990227
22m-222@5vg-3kc-bkz,38.105008,-122.208447
224-222@63j-vsk-fmk,40.057711,-82.429696
226-22z@5z5-3r8-hqz,34.101265,-118.344209
225-223@5vg-966-2p9,37.969571,-122.517165
23t-222@627-wdk-3kf,40.599507,-73.94868
224-223@5qw-t2g-mrk,32.692124,-96.857642
224-2mn@627-s8r-2p9,40.749986,-73.973541
224-4nw@628-pmf-6x5,39.949766,-75.193169
22b-223@5pr-6f5-rkz,39.044496,-94.587486
222-2kw@62j-shx-snq,42.362733,-71.067474
223-23s@8g6-yj8-k75,33.910778,-84.350438
22s-223@5vg-85r-8sq,37.760118,-122.25409
zzy-223@5qw-svq-9mk,32.828094,-96.709502
227-229@5pr-6ct-zj9,38.975428,-94.607151
zzw-223@5vh-b54-3qz,37.366271,-122.056533
22g-224@628-p7w-bkz,40.071255,-75.070616
23c-223@5qv-x4d-y7q,32.882256,-96.761299
224-22x@5qv-v8j-2ff,32.863461,-96.710101
228-222@5vg-7gv-zvf,37.797954,-122.410337
228-3p3@5z5-3p7-gff,34.097166,-118.29035
226-225@627-s8y-cnq,40.680262,-73.984964
23d-223@8g6-yjv-ct9,33.916618,-84.360134
224-222@5vh-b4j-47q,37.348125,-121.946387
222-3fc@5z5-3rc-k9f,34.075187,-118.380074
22d-24h@8fw-23g-5s5,25.765778,-80.194006
zzw-225@5vg-9xm-hh5,37.679184,-121.779037
222-22y@8g7-46k-xkf,33.726581,-84.36641
222-222@5vg-833-6hq,37.762856,-122.458257
22r-228@627-wfd-p35,40.61583,-74.034011
zzy-222@627-w9s-2p9,40.722927,-74.163981
zzw-222@5vg-7fm-8jv,37.836681,-122.262518
22k-22v@8fc-fbd-y35,29.730683,-95.428547
25c-222@5x4-4vz-y5f,47.576198,-122.320741
222-234@5z5-3rs-h89,34.040629,-118.255572
zzw-222@5vh-8sb-sdv,37.335631,-121.885331
zzw-224@62j-shz-vj9,42.361338,-71.052842
225-222@8fc-fgg-zzz,29.843925,-95.504206
225-223@5pr-36x-45f,39.100875,-94.584256
22n-223@627-wbz-w8v,40.711807,-74.008835
225-22z@5z5-3qs-cbk,34.050659,-118.258334
22f-22d@5pr-6cp-rx5,38.935691,-94.60371
22j-22y@627-s8q-w6k,40.764843,-73.969992
22x-222@5vg-7qk-btv,37.858451,-122.244215
223-223@5vg-7gr-skf,37.782479,-122.439729
22h-222@8g6-yjx-y9z,33.92902,-84.343774
222-29x@5qw-t3g-89z,32.760584,-96.825787
227-223@8fw-5v9-3wk,25.732007,-80.3546
zzw-224@8fc-ffd-68v,29.783654,-95.548364
224-222@5qv-x4y-ch5,32.911463,-96.885598
zzy-226@8fc-9v4-qcq,29.987853,-95.572961
224-223@8fw-5vj-75z,25.701873,-80.335599
223-28r@627-s8j-nwk,40.75096,-73.976945
224-222@63s-dvx-w8v,39.948781,-75.208209
zzy-236@5vh-b6t-xnq,37.324037,-122.013653
zzy-222@8fc-fgg-rx5,29.853173,-95.512272
zzw-222@5x4-49y-rhq,47.651644,-122.3609
zzw-222@8fc-9td-xh5,30.006832,-95.467841
232-22d@627-s57-xnq,40.883468,-74.057579
243-229@627-s8k-2rk,40.748579,-73.985404
zzw-223@8g7-4cc-rrk,33.904842,-84.428269
222-226@8g6-ymc-jy9,33.884054,-84.406095
zzw-222@63r-tv4-9vf,38.650167,-77.310842
222-226@665-z8s-pd9,43.810308,-79.532381
222-5g9@62j-sgh-92k,42.337927,-71.105922
222-223@627-s96-pgk,40.699686,-73.942325
267-222@627-s8j-rkz,40.740091,-73.976409
223-229@628-pft-z9f,40.032714,-75.214589
223-22n@627-s2z-k75,40.712895,-73.620338
223-222@8fc-8d9-yvz,29.732517,-95.309933
223-2cx@5vg-7qc-7qz,37.800153,-122.206015
226-223@8fw-5k9-kcq,25.68581,-80.382647
22g-222@627-s4s-fs5,40.81708,-73.957626
222-227@8fc-fgx-gtv,29.770865,-95.598855
zzw-222@5vh-b8k-k4v,37.43604,-122.174147
222-22y@5pv-9x6-9fz,39.691398,-86.372503
22h-223@5vh-b57-swk,37.364348,-121.905363
zzy-226@8g7-47b-hkf,33.764667,-84.383836
222-223@63t-wkh-wkz,42.126591,-83.205736
222-226@628-tnj-rzf,40.494722,-74.449512
222-222@8fw-24x-fcq,25.843196,-80.251135
22t-228@5qv-x2r-wff,32.82684,-96.787859
222-22c@628-pj9-v4v,40.045712,-75.139237
222-4dt@5pr-36y-5zz,39.08418,-94.577015
222-43q@5x4-47t-j35,47.663012,-122.281812
222-4rn@5qv-x3m-kvf,32.813198,-96.839973
222-2hx@627-s8n-649,40.764291,-73.95432
222-22d@627-s5x-n3q,40.867428,-73.906201
222-5g9@62j-sgh-92k,42.337475,-71.105357
222-5g9@62j-sgh-92k,42.337754,-71.105412
225-223@8fc-fg9-z75,29.798293,-95.494541
223-222@8fc-9v3-5cq,29.966012,-95.551965
223-222@5vh-xb6-6zf,37.71862,-121.725889
22b-222@627-vvz-fj9,40.659338,-74.197994
226-224@5pr-2ym-ndv,39.193437,-94.549996
22c-222@627-s5x-f9f,40.879851,-73.907484
223-23n@8fc-f9s-hnq,29.691544,-95.403723
223-235@8fw-27m-tqf,25.79144,-80.212138
zzy-23p@5z6-3n9-4qf,33.782683,-118.133512
zzw-222@62j-qp7-st9,42.36579,-71.009833
224-4nw@628-pmf-6x5,39.950345,-75.192609
zzy-259@5vg-7yh-hbk,37.6385,-122.388402
226-22r@627-s8m-5zz,40.729824,-73.958762
224-23z@8fw-23g-9s5,25.761722,-80.192452
22j-228@5vg-965-whq,37.974245,-122.532033
223-223@8fc-9np-cwk,29.846356,-95.384252
222-226@627-s4k-kzz,40.790811,-73.976295
225-224@5z5-3qy-v2k,34.039659,-118.268177
22j-29j@627-wbz-qzz,40.70452,-74.007504
222-22z@5vh-6yy-6c5,37.251503,-121.948097
224-229@5vg-7qt-68v,37.852572,-122.269634
226-223@5z4-zvn-9pv,34.02745,-118.373173
zzw-226@5vh-b4z-whq,37.360871,-122.025833
zzy-226@8fc-fbp-d9z,29.720011,-95.343878
229-222@63t-wkq-rff,42.155288,-83.190608
22b-223@8fc-9q7-975,29.804628,-95.373553
22d-22r@628-phd-g6k,40.00455,-75.217861
228-2fh@627-s8k-2rk,40.748928,-73.986301
225-236@628-pmb-9fz,39.953193,-75.165654
23t-224@5vg-7gw-whq,37.7894,-122.408075
226-223@627-wc9-kpv,40.71284,-73.987444
226-222@5z5-3qv-vfz,34.027092,-118.292119
zzw-222@5z5-3rm-ty9,34.062204,-118.202319
226-2sv@8fc-f9s-2kz,29.700189,-95.388617
zzw-222@5qv-x4d-w6k,32.883432,-96.760418
22f-225@627-s4n-j9z,40.77382,-73.961057
22f-224@8fc-fd6-3bk,29.681909,-95.479825
zzw-223@5qw-szx-jy9,32.742923,-96.858437
222-223@8fw-5kq-435,25.747645,-80.390067
22d-22g@5vg-7f8-d9z,37.804877,-122.405392
zzy-223@5z4-zxb-bp9,33.977811,-118.393658
22h-224@8fw-27k-q2k,25.798418,-80.239664
zzw-223@628-pgf-2rk,39.957227,-75.196093
223-223@628-tk4-bp9,40.234817,-74.750694
23t-223@5vg-7gv-r8v,37.794415,-122.422892
22r-227@627-s4r-mkz,40.790188,-73.976269
233-222@627-s8h-w6k,40.740299,-73.990849
2jk-226@627-wc8-4qf,40.728994,-74.001569
22k-226@5z5-3r6-k4v,34.102614,-118.305241
zzw-222@627-s6d-7kf,40.833216,-73.942496
zzy-249@627-s8r-ckf,40.752612,-73.97844
zzy-22f@5z4-zwn-8sq,33.989168,-118.462238
22n-227@627-s8j-cyv,40.735522,-73.996495
zzy-22w@5qw-t3p-wc5,32.7848,-96.797079
222-223@8fc-9v6-d7q,29.926083,-95.592036
222-22n@5z5-3mr-9s5,34.019547,-118.186651
zzw-222@8gg-33c-rrk,35.417089,-80.679625
zzy-222@5vh-9p2-n5z,37.557381,-121.977593
222-25n@627-wf9-sdv,40.586175,-74.085471
24b-223@627-s8k-3t9,40.753683,-73.991777
zzy-222@8fc-f9t-fj9,29.70708,-95.402274
23v-23j@627-wc3-bkz,40.692981,-73.991319
243-224@628-pmf-t35,39.946821,-75.166932
25v-222@8fc-fb8-t5f,29.763422,-95.466358
222-24c@627-s8j-n89,40.745082,-73.979943
223-22d@627-s65-2rk,40.892336,-73.910599
223-225@5vg-7gv-5pv,37.787028,-122.407817
277-222@5x4-4b5-qj9,47.612017,-122.339607
232-223@5vg-7gw-4jv,37.793805,-122.408388
22b-225@8fw-23q-6rk,25.750959,-80.217247
225-229@5qw-st2-z4v,32.782786,-96.795334
244-22j@62j-sgh-z9f,42.336172,-71.101338
258-225@5z5-3qs-g6k,34.047886,-118.258244
223-22n@627-s8j-nqz,40.750275,-73.978451
222-24y@8fc-9nz-g49,29.939828,-95.392644
222-22s@5z5-3qs-b8v,34.048178,-118.260984
zzw-222@8fc-f7b-85f,29.745783,-95.607994
224-222@5xf-29x-bhq,44.931183,-123.318091
zzy-222@8fw-5mt-brk,25.627533,-80.415313
zzy-23d@8fw-23m-v9f,25.774154,-80.194874
222-223@5vg-94d-x3q,38.020633,-122.541037
225-224@5vh-9sj-jn5,37.645094,-122.104568
225-227@8fw-25s-py9,25.837045,-80.184403
225-2pw@627-wm2-94v,40.709847,-74.212511
226-223@8fc-ffh-kpv,29.785564,-95.514099
zzy-228@627-wh5-ndv,40.657581,-74.008255
228-22h@8fw-5tm-d7q,25.734669,-80.256977
zzy-223@5vg-833-6tv,37.762504,-122.458333
225-222@63g-rd2-4qf,37.538793,-77.429419
zzw-223@8fc-f9x-nkf,29.714102,-95.3978
zzw-223@63r-tx9-k4v,38.651332,-77.28519
227-224@5vh-7y5-j5f,37.489712,-122.223708
223-235@8fw-27m-tqf,25.791947,-80.21234
223-258@627-s4v-g6k,40.790485,-73.954116
223-22b@63g-rf2-jjv,37.59095,-77.507952
227-25k@627-s8q-zs5,40.75361,-73.975592
22g-223@627-tnh-v9f,40.587998,-73.656677
222-22w@8fc-985-qcq,30.019003,-95.439279
23f-223@627-wh3-45f,40.665682,-73.989471
223-224@627-s8r-td9,40.76071,-73.959431
222-22g@5vg-7s2-wzf,37.913341,-122.354507
zzw-222@5vh-7y2-td9,37.478498,-122.25522
225-222@627-s93-p9z,40.704496,-73.918079
223-222@5vg-85r-3h5,37.755046,-122.249137
22b-224@5vg-7qm-f4v,37.882095,-122.269865
22n-224@627-wbn-kj9,40.742405,-74.003375
zzy-223@628-pgd-kfz,39.953263,-75.165676
zzy-23g@627-wbt-snq,40.754681,-73.999432
zzy-22d@8fc-fg5-8y9,29.812027,-95.43614
222-22b@627-s8w-2hq,40.697593,-73.943883
228-3p3@5z5-3p7-gff,34.098192,-118.290657
zzw-222@5pr-6f4-5xq,39.05545,-94.608937
23v-23j@627-wc3-bkz,40.693208,-73.991127
2jt-22f@62j-shz-249,42.352218,-71.064665
zzy-222@627-s6d-5mk,40.83637,-73.948976
zzy-223@5pj-qhd-6tv,38.439343,-91.010642
zzy-224@5vg-7h2-75z,37.760779,-122.391489
zzw-222@5vh-6yp-kj9,37.235819,-121.903137
zzy-223@5vh-b64-54v,37.287906,-121.986903
zzw-222@5vh-b68-jjv,37.314948,-121.991668
226-223@63s-8yt-nyv,39.690087,-75.659215
222-223@8fc-8t3-68v,29.65715,-95.256881
222-222@8fc-f3s-jy9,29.644401,-95.508668
zzw-225@8fc-rm7-249,29.903282,-95.631535
zzw-225@5vg-7gt-cqz,37.794967,-122.396539
229-226@63j-vv5-j7q,40.071079,-82.42998
223-222@5vh-b6s-qpv,37.321142,-122.033122
222-2mm@628-pj5-mc5,40.005978,-75.126011
22h-226@627-s8n-649,40.763984,-73.953731
222-2zq@8fw-5tt-q2k,25.68439,-80.339129
222-226@8fc-fgr-rx5,29.840807,-95.489691
225-22g@8fw-23g-9s5,25.762343,-80.191903
222-226@5z5-3rh-dn5,34.058357,-118.231344
zzy-22f@627-wc7-z4v,40.722657,-73.988114
zzy-222@627-s6y-rhq,40.90044,-73.980793
222-222@5qw-st2-sqz,32.790816,-96.798938
222-22h@5vg-7fg-9mk,37.804351,-122.287794
222-226@8fw-5k9-btv,25.702321,-80.36971
222-222@5z5-3pt-j5f,34.111084,-118.1882
222-22t@628-pfy-4y9,40.043901,-75.221995
222-228@5z4-zvn-ks5,34.020593,-118.354657
22m-222@5x4-4g4-49z,47.663845,-122.375624
222-223@5qw-st3-n89,32.800191,-96.794276
222-24h@5vg-7qb-hbk,37.808576,-122.202564
222-22n@62j-sgf-fmk,42.351084,-71.108801
zzw-224@8fw-5tx-st9,25.687622,-80.314851
222-22t@8fc-f4b-yvz,29.692626,-95.515155
222-236@627-wgh-mff,40.577982,-73.934839
222-22v@63m-fcz-fj9,37.731089,-84.291993
zzw-222@628-pg9-ty9,39.962707,-75.163957
zzy-226@5x4-4vt-4jv,47.604064,-122.323919
222-22j@8g7-4cg-wx5,33.866061,-84.474458
222-22p@627-s5w-sbk,40.873638,-73.913099
222-2fg@5qv-x2s-qfz,32.812744,-96.835937
zzw-22d@628-t6v-p35,40.362098,-74.650417
222-238@5z5-3rj-bhq,34.049536,-118.218077
222-228@5vg-833-qvf,37.782356,-122.505372
222-225@627-s6g-9zz,40.814189,-73.939754
222-222@628-tnv-xdv,40.501086,-74.459044
222-2fd@627-s6h-zxq,40.853044,-73.891522
222-2kw@62j-shx-snq,42.363105,-71.070172
222-33s@628-pmf-6x5,39.947253,-75.192748
zzw-22v@8g7-46z-6c5,33.78739,-84.387668
222-2jm@5vh-bbh-bc5,37.376142,-122.065
222-2g4@628-pmf-6c5,39.948325,-75.19429
zzy-222@628-pny-7wk,39.941021,-75.116482
zzw-223@62j-sgh-99f,42.336047,-71.10719
222-2g4@628-pmf-6c5,39.949129,-75.194324
zzy-222@8fc-f9t-fj9,29.706758,-95.402061
222-43q@5x4-47t-j35,47.662514,-122.282224
222-222@5qv-x3m-hnq,32.813919,-96.841121
zzy-226@5x4-4vt-4jv,47.603549,-122.324436
zzw-223@62j-sgh-99f,42.33634,-71.10649
234-222@5pr-4zv-tvz,39.126913,-94.82211
23n-224@627-whr-nyv,40.698315,-74.278866
22k-222@5x4-49r-gzf,47.587903,-122.310038
zzy-22j@627-wbm-rff,40.777364,-73.988832
zzw-229@8g6-ymb-ygk,33.889546,-84.383634
223-22p@8fc-f4k-5pv,29.678531,-95.525603
zzw-22m@5qv-x3t-dy9,32.84586,-96.849687
228-224@5vh-9zx-hbk,37.697134,-121.905904
zzy-226@8fw-23m-3bk,25.781157,-80.193191
224-222@8g7-4dr-66k,33.777412,-84.475358
238-227@8fc-fcx-975,29.686024,-95.461058
223-228@627-s6d-wtv,40.840687,-73.940133
223-226@63g-rdb-mx5,37.578893,-77.449608
223-22r@8fc-9tb-fmk,29.998176,-95.483849
223-222@5z6-3r5-5zz,34.027435,-118.238498
zzy-22y@8g7-46m-n89,33.753884,-84.38844
223-276@627-wbz-49z,40.704375,-74.011086
zzw-22c@5vh-9mx-bff,37.521839,-121.994595
222-2cc@8g7-482-d5f,33.792456,-84.322242
223-224@5z4-zvp-bx5,34.038029,-118.374605
223-3fc@5vg-833-6hq,37.763457,-122.457443
222-2kw@62j-shx-snq,42.36287,-71.067862
